id,premium,name,department,has_test,response_letter_required,area,salary,salary_range,type,address,response_url,sort_point_distance,published_at,created_at,archived,apply_alternate_url,show_contacts,insider_interview,url,alternate_url,relations,employer,snippet,contacts,schedule,working_days,working_time_intervals,working_time_modes,accept_temporary,fly_in_fly_out_duration,work_format,working_hours,work_schedule_by_days,accept_labor_contract,civil_law_contracts,night_shifts,professional_roles,accept_incomplete_resumes,experience,employment,employment_form,internship,adv_response_url,is_adv_vacancy,adv_context,branding,show_logo_in_search,brand_snippet,salary_from,salary_to,salary_currency,salary_avg,experience_id,experience_name,experience_level,published_date,published_month,employer_name,employer_id,area_name,area_id
119164718,False,UХ-проектировщик,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}","{'from': 110000, 'to': None, 'currency': 'RUR', 'gross': False}","{'from': 110000, 'to': None, 'currency': 'RUR', 'gross': False, 'mode': {'id': 'MONTH', 'name': 'За\xa0месяц'}, 'frequency': None}","{'id': 'open', 'name': 'Открытая'}",,,,2025-12-30 12:45:16+03:00,2025-12-30T12:45:16+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=119164718,False,,https://api.hh.ru/vacancies/119164718?host=hh.ru,https://hh.ru/vacancy/119164718,[],"{'id': '2049601', 'name': 'Онли', 'url': 'https://api.hh.ru/employers/2049601', 'alternate_url': 'https://hh.ru/employer/2049601', 'logo_urls': {'original': 'https://img.hhcdn.ru/employer-logo-original/1471535.png', '90': 'https://img.hhcdn.ru/employer-logo/7726926.png', '240': 'https://img.hhcdn.ru/employer-logo/7726927.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=2049601', 'country_id': 1, 'accredited_it_employer': True, 'trusted': True}","{'requirement': 'Понимание пользовательских паттернов, основ UX и его влияния на метрики. Опыт проектирования интерфейсов. Умение структурировать большие объемы данных. ', 'responsibility': 'Формирование требований к настройке целей веб-<highlighttext>аналитики</highlighttext>. Анализ веб-<highlighttext>аналитики</highlighttext> уже запущенных проектов. Документирование – написание пользовательских сценариев, user stories, функциональных...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],True,[],[],"[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,"[{'id': 'SELF_EMPLOYED', 'name': 'с\xa0самозанятым'}, {'id': 'INDIVIDUAL_ENTREPRENEUR', 'name': 'с\xa0ИП'}, {'id': 'INDIVIDUAL_PERSON', 'name': 'с\xa0физлицом'}]",False,"[{'id': '150', 'name': 'Бизнес-аналитик'}]",False,"{'id': 'between1And3', 'name': 'От 1 года до 3 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,,,,,110000.0,,RUR,110000.0,between1And3,От 1 года до 3 лет,Middle,2025-12-30,2025-12,Онли,2049601,Москва,1
129694130,False,Специалист по работе с базой данных и аналитике,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}","{'from': 130000, 'to': 130000, 'currency': 'RUR', 'gross': True}","{'from': 130000, 'to': 130000, 'currency': 'RUR', 'gross': True, 'mode': {'id': 'MONTH', 'name': 'За\xa0месяц'}, 'frequency': None}","{'id': 'open', 'name': 'Открытая'}","{'city': 'Москва', 'street': 'Каланчёвская улица', 'building': '16с1', 'lat': 55.777555, 'lng': 37.649454, 'description': None, 'raw': 'Москва, Каланчёвская улица, 16с1', 'metro': {'station_name': 'Комсомольская', 'line_name': 'Кольцевая', 'station_id': '5.55', 'line_id': '5', 'lat': 55.775672, 'lng': 37.654772}, 'metro_stations': [{'station_name': 'Комсомольская', 'line_name': 'Кольцевая', 'station_id': '5.55', 'line_id': '5', 'lat': 55.775672, 'lng': 37.654772}, {'station_name': 'Площадь трёх вокзалов', 'line_name': 'МЦД-2', 'station_id': '132.725', 'line_id': '132', 'lat': 55.776087, 'lng': 37.651861}], 'id': '15100599'}",,,2026-01-21 10:22:56+03:00,2026-01-21T10:22:56+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=129694130,True,,https://api.hh.ru/vacancies/129694130?host=hh.ru,https://hh.ru/vacancy/129694130,[],"{'id': '1026046', 'name': 'The International Committee of the Red Cross', 'url': 'https://api.hh.ru/employers/1026046', 'alternate_url': 'https://hh.ru/employer/1026046', 'logo_urls': {'original': 'https://img.hhcdn.ru/employer-logo-original-round/5630551.jpeg', '90': 'https://img.hhcdn.ru/employer-logo-round/5630552.jpeg', '240': 'https://img.hhcdn.ru/employer-logo-round/5630553.jpeg'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=1026046', 'country_id': 1, 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Высшее образование (предпочтительно техническое). Опыт работы в аналогичной сфере (с базами данных) не менее 2 лет. Хорошее знание английского (B...', 'responsibility': 'Применяет передовые практики, стандарты, руководства и типовые документы в сфере работы с данными и <highlighttext>аналитики</highlighttext> и содействует их постоянному совершенствованию. '}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],"[{'id': 'ON_SITE', 'name': 'На\xa0месте работодателя'}]","[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",True,[],False,"[{'id': '10', 'name': 'Аналитик'}]",True,"{'id': 'between1And3', 'name': 'От 1 года до 3 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,,,,,130000.0,130000.0,RUR,130000.0,between1And3,От 1 года до 3 лет,Middle,2026-01-21,2026-01,The International Committee of the Red Cross,1026046,Москва,1
129753992,False,Аналитик данных (SQL),,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}","{'from': 180000, 'to': 206000, 'currency': 'RUR', 'gross': False}","{'from': 180000, 'to': 206000, 'currency': 'RUR', 'gross': False, 'mode': {'id': 'MONTH', 'name': 'За\xa0месяц'}, 'frequency': {'id': 'TWICE_PER_MONTH', 'name': 'Два раза в\xa0месяц'}}","{'id': 'open', 'name': 'Открытая'}","{'city': None, 'street': None, 'building': None, 'lat': None, 'lng': None, 'description': None, 'raw': None, 'metro': {'station_name': 'Лужники', 'line_name': 'МЦК', 'station_id': '95.535', 'line_id': '95', 'lat': 55.720278, 'lng': 37.563056}, 'metro_stations': [{'station_name': 'Лужники', 'line_name': 'МЦК', 'station_id': '95.535', 'line_id': '95', 'lat': 55.720278, 'lng': 37.563056}, {'station_name': 'Спортивная', 'line_name': 'Сокольническая', 'station_id': '1.135', 'line_id': '1', 'lat': 55.722388, 'lng': 37.562041}], 'id': '1651801'}",,,2026-01-22 12:48:47+03:00,2026-01-22T12:48:47+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=129753992,False,,https://api.hh.ru/vacancies/129753992?host=hh.ru,https://hh.ru/vacancy/129753992,[],"{'id': '3536900', 'name': 'Платформа ОФД', 'url': 'https://api.hh.ru/employers/3536900', 'alternate_url': 'https://hh.ru/employer/3536900', 'logo_urls': {'original': 'https://img.hhcdn.ru/employer-logo-original-round/2657468.jpeg', '90': 'https://img.hhcdn.ru/employer-logo-round/2657469.jpeg', '240': 'https://img.hhcdn.ru/employer-logo-round/2657470.jpeg'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=3536900', 'country_id': 1, 'accredited_it_employer': True, 'trusted': True}","{'requirement': 'От 2 лет занимаешься анализом данных в ритейле, компании - производителе FMCG или фарме или аналитическом агентстве. Уверенно знаешь Excel и...', 'responsibility': 'Анализ расхождения данных, определение репрезентативности выборки для анализа. Локализация ошибок совместно с <highlighttext>Data</highlighttext> Scientists / <highlighttext>Data</highlighttext> Engineers. Постановка и проработка исследовательских...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],[],"[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,[],False,"[{'id': '10', 'name': 'Аналитик'}]",False,"{'id': 'between1And3', 'name': 'От 1 года до 3 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,,,,,180000.0,206000.0,RUR,193000.0,between1And3,От 1 года до 3 лет,Middle,2026-01-22,2026-01,Платформа ОФД,3536900,Москва,1
129791237,False,Инвестиционный аналитик,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}","{'from': 250000, 'to': None, 'currency': 'RUR', 'gross': True}","{'from': 250000, 'to': None, 'currency': 'RUR', 'gross': True, 'mode': {'id': 'MONTH', 'name': 'За\xa0месяц'}, 'frequency': {'id': 'TWICE_PER_MONTH', 'name': 'Два раза в\xa0месяц'}}","{'id': 'open', 'name': 'Открытая'}","{'city': 'Москва', 'street': 'Большой Саввинский переулок', 'building': '12с16', 'lat': 55.731039, 'lng': 37.560691, 'description': None, 'raw': 'Москва, Большой Саввинский переулок, 12с16', 'metro': {'station_name': 'Лужники', 'line_name': 'МЦК', 'station_id': '95.535', 'line_id': '95', 'lat': 55.720278, 'lng': 37.563056}, 'metro_stations': [{'station_name': 'Лужники', 'line_name': 'МЦК', 'station_id': '95.535', 'line_id': '95', 'lat': 55.720278, 'lng': 37.563056}, {'station_name': 'Спортивная', 'line_name': 'Сокольническая', 'station_id': '1.135', 'line_id': '1', 'lat': 55.722388, 'lng': 37.562041}, {'station_name': 'Студенческая', 'line_name': 'Филевская', 'station_id': '4.136', 'line_id': '4', 'lat': 55.738761, 'lng': 37.54842}, {'station_name': 'Фрунзенская', 'line_name': 'Сокольническая', 'station_id': '1.152', 'line_id': '1', 'lat': 55.727462, 'lng': 37.58022}], 'id': '19193129'}",,,2026-01-23 11:23:58+03:00,2026-01-23T11:23:58+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=129791237,False,,https://api.hh.ru/vacancies/129791237?host=hh.ru,https://hh.ru/vacancy/129791237,[],"{'id': '11787596', 'name': 'Интер Рао - Машиностроение', 'url': 'https://api.hh.ru/employers/11787596', 'alternate_url': 'https://hh.ru/employer/11787596', 'logo_urls': {'original': 'https://img.hhcdn.ru/employer-logo-original-round/7148258.png', '90': 'https://img.hhcdn.ru/employer-logo-round/7148259.png', '240': 'https://img.hhcdn.ru/employer-logo-round/7148260.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=11787596', 'country_id': 1, 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Высшее профильное образование в области корпоративных финансов. Опыт работы в должности инвестиционного <highlighttext>аналитика</highlighttext> в сфере машиностроения / крупного производства / консалтинга от...', 'responsibility': 'Участие в проработке и реализации инвестиционных проектов. Проведение инвестиционного анализа с расчетом ключевых показателей (NPV, IRR, окупаемость и т.п.). '}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],"[{'id': 'ON_SITE', 'name': 'На\xa0месте работодателя'}]","[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",True,[],False,"[{'id': '134', 'name': 'Финансовый аналитик, инвестиционный аналитик'}]",False,"{'id': 'between1And3', 'name': 'От 1 года до 3 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,,,,,250000.0,,RUR,250000.0,between1And3,От 1 года до 3 лет,Middle,2026-01-23,2026-01,Интер Рао - Машиностроение,11787596,Москва,1
129022171,False,Бизнес-аналитик (ИИ модернизация),,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}","{'from': 200000, 'to': 350000, 'currency': 'RUR', 'gross': False}","{'from': 200000, 'to': 350000, 'currency': 'RUR', 'gross': False, 'mode': {'id': 'MONTH', 'name': 'За\xa0месяц'}, 'frequency': {'id': 'TWICE_PER_MONTH', 'name': 'Два раза в\xa0месяц'}}","{'id': 'open', 'name': 'Открытая'}","{'city': 'Москва', 'street': None, 'building': None, 'lat': 55.75586, 'lng': 37.6177, 'description': None, 'raw': 'Москва', 'metro': {'station_name': 'Библиотека им.Ленина', 'line_name': 'Сокольническая', 'station_id': '1.4', 'line_id': '1', 'lat': 55.752123, 'lng': 37.610388}, 'metro_stations': [{'station_name': 'Библиотека им.Ленина', 'line_name': 'Сокольническая', 'station_id': '1.4', 'line_id': '1', 'lat': 55.752123, 'lng': 37.610388}, {'station_name': 'Охотный ряд', 'line_name': 'Сокольническая', 'station_id': '1.98', 'line_id': '1', 'lat': 55.757228, 'lng': 37.615078}, {'station_name': 'Площадь Революции', 'line_name': 'Арбатско-Покровская', 'station_id': '3.100', 'line_id': '3', 'lat': 55.756741, 'lng': 37.62236}, {'station_name': 'Театральная', 'line_name': 'Замоскворецкая', 'station_id': '2.99', 'line_id': '2', 'lat': 55.758808, 'lng': 37.61768}], 'id': '20250620'}",,,2026-01-22 12:08:14+03:00,2026-01-22T12:08:14+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=129022171,False,,https://api.hh.ru/vacancies/129022171?host=hh.ru,https://hh.ru/vacancy/129022171,[],"{'id': '12283220', 'name': 'Ай-Титул', 'url': 'https://api.hh.ru/employers/12283220', 'alternate_url': 'https://hh.ru/employer/12283220', 'logo_urls': {'original': 'https://img.hhcdn.ru/employer-logo-original/1461076.png', '90': 'https://img.hhcdn.ru/employer-logo/7463914.png', '240': 'https://img.hhcdn.ru/employer-logo/7463915.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=12283220', 'country_id': 1, 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Владение инструментами: Bizagi/ draw.io (или любые аналогичные), Excel / Power <highlighttext>BI</highlighttext> / Notion. Знание системного анализа: типы спецификации требований, типы СУБД (реляционные...', 'responsibility': 'Проводить обследования компаний (организационная структура, ИТ-ландшафт, процессы, <highlighttext>данные</highlighttext>). Проводить глубинные интервью с руководителями и экспертами: выявлять реальные бизнес-проблемы...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],True,[],"[{'id': 'HYBRID', 'name': 'Гибрид'}, {'id': 'FIELD_WORK', 'name': 'Разъездной'}]","[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",True,"[{'id': 'SELF_EMPLOYED', 'name': 'с\xa0самозанятым'}, {'id': 'INDIVIDUAL_ENTREPRENEUR', 'name': 'с\xa0ИП'}, {'id': 'INDIVIDUAL_PERSON', 'name': 'с\xa0физлицом'}]",False,"[{'id': '150', 'name': 'Бизнес-аналитик'}]",False,"{'id': 'between3And6', 'name': 'От 3 до 6 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,,,,,200000.0,350000.0,RUR,275000.0,between3And6,От 3 до 6 лет,Senior,2026-01-22,2026-01,Ай-Титул,12283220,Москва,1
129769709,False,Аналитик/загрузчик данных,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}","{'from': 40000, 'to': 50000, 'currency': 'RUR', 'gross': False}","{'from': 40000, 'to': 50000, 'currency': 'RUR', 'gross': False, 'mode': {'id': 'MONTH', 'name': 'За\xa0месяц'}, 'frequency': {'id': 'TWICE_PER_MONTH', 'name': 'Два раза в\xa0месяц'}}","{'id': 'open', 'name': 'Открытая'}",,,,2026-01-22 17:24:02+03:00,2026-01-22T17:24:02+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=129769709,False,,https://api.hh.ru/vacancies/129769709?host=hh.ru,https://hh.ru/vacancy/129769709,[],"{'id': '1631253', 'name': 'М13', 'url': 'https://api.hh.ru/employers/1631253', 'alternate_url': 'https://hh.ru/employer/1631253', 'logo_urls': {'original': 'https://img.hhcdn.ru/employer-logo-original-round/3279415.png', '90': 'https://img.hhcdn.ru/employer-logo-round/3279416.png', '240': 'https://img.hhcdn.ru/employer-logo-round/3279417.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=1631253', 'country_id': 1, 'accredited_it_employer': True, 'trusted': True}","{'requirement': 'Имеет общее понимание реляционных СУБД.', 'responsibility': 'М 13 — продуктовая аккредитованная IT-компания, разрабатывающая программные продукты в области <highlighttext>аналитики</highlighttext>, информационной безопасности, медиамониторинга и финансовых технологий. '}",,"{'id': 'remote', 'name': 'Удаленная работа'}",[],[],[],False,[],"[{'id': 'REMOTE', 'name': 'Удалённо'}]","[{'id': 'FLEXIBLE', 'name': 'По\xa0договорённости'}]","[{'id': 'OTHER', 'name': 'Другое'}]",False,[],False,"[{'id': '10', 'name': 'Аналитик'}]",False,"{'id': 'noExperience', 'name': 'Нет опыта'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,,,,,40000.0,50000.0,RUR,45000.0,noExperience,Нет опыта,Junior,2026-01-22,2026-01,М13,1631253,Москва,1
129755249,False,Junior Системный аналитик,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}","{'from': 70000, 'to': None, 'currency': 'RUR', 'gross': False}","{'from': 70000, 'to': None, 'currency': 'RUR', 'gross': False, 'mode': {'id': 'MONTH', 'name': 'За\xa0месяц'}, 'frequency': {'id': 'MONTHLY', 'name': 'Раз в\xa0месяц'}}","{'id': 'open', 'name': 'Открытая'}",,,,2026-01-22 13:03:43+03:00,2026-01-22T13:03:43+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=129755249,False,,https://api.hh.ru/vacancies/129755249?host=hh.ru,https://hh.ru/vacancy/129755249,[],"{'id': '8987357', 'name': 'Маклакова Татьяна Александровна', 'url': 'https://api.hh.ru/employers/8987357', 'alternate_url': 'https://hh.ru/employer/8987357', 'logo_urls': None, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=8987357', 'country_id': 1, 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Базовые знания HTTP, REST API, JSON, SQL. Умение чётко излагать мысли и писать документацию. Опыт или желание разбираться в BPMN...', 'responsibility': 'Работать с базами данных, API и технической документацией. Описывать процессы с помощью BPMN/UML. Взаимодействовать с командой и клиентами. '}",,"{'id': 'remote', 'name': 'Удаленная работа'}",[],[],[],True,[],"[{'id': 'REMOTE', 'name': 'Удалённо'}]","[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",True,"[{'id': 'SELF_EMPLOYED', 'name': 'с\xa0самозанятым'}, {'id': 'INDIVIDUAL_ENTREPRENEUR', 'name': 'с\xa0ИП'}, {'id': 'INDIVIDUAL_PERSON', 'name': 'с\xa0физлицом'}]",False,"[{'id': '148', 'name': 'Системный аналитик'}]",False,"{'id': 'noExperience', 'name': 'Нет опыта'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,,,,,70000.0,,RUR,70000.0,noExperience,Нет опыта,Junior,2026-01-22,2026-01,Маклакова Татьяна Александровна,8987357,Москва,1
129693573,False,Системный аналитик (Junior),,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}","{'from': 120000, 'to': None, 'currency': 'RUR', 'gross': True}","{'from': 120000, 'to': None, 'currency': 'RUR', 'gross': True, 'mode': {'id': 'MONTH', 'name': 'За\xa0месяц'}, 'frequency': None}","{'id': 'open', 'name': 'Открытая'}","{'city': 'Москва', 'street': 'Бутырская улица', 'building': '77', 'lat': 55.803929, 'lng': 37.582251, 'description': None, 'raw': 'Москва, Бутырская улица, 77', 'metro': {'station_name': 'Дмитровская', 'line_name': 'Серпуховско-Тимирязевская', 'station_id': '9.35', 'line_id': '9', 'lat': 55.808056, 'lng': 37.581734}, 'metro_stations': [{'station_name': 'Дмитровская', 'line_name': 'Серпуховско-Тимирязевская', 'station_id': '9.35', 'line_id': '9', 'lat': 55.808056, 'lng': 37.581734}, {'station_name': 'Дмитровская', 'line_name': 'МЦД-2', 'station_id': '132.723', 'line_id': '132', 'lat': 55.808056, 'lng': 37.581734}], 'id': '7236600'}",,,2026-01-21 10:15:16+03:00,2026-01-21T10:15:16+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=129693573,False,,https://api.hh.ru/vacancies/129693573?host=hh.ru,https://hh.ru/vacancy/129693573,[],"{'id': '1485', 'name': 'FM Logistic', 'url': 'https://api.hh.ru/employers/1485', 'alternate_url': 'https://hh.ru/employer/1485', 'logo_urls': {'original': 'https://img.hhcdn.ru/employer-logo-original-round/1575489.png', '90': 'https://img.hhcdn.ru/employer-logo-round/1575490.png', '240': 'https://img.hhcdn.ru/employer-logo-round/1575491.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=1485', 'country_id': 1, 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Programming lang: PHP Lavarel, Java, 1C, Low-code ESB Talend, Python, C#. Databases: PostgreSQL. Integrations: REST, SOAP, FTP. ', 'responsibility': 'Совместно с действующей командой участвовать в разработке нового продукта. С помощью экспертов процесса погрузиться в бизнес-логику работы разных модулей...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],"[{'id': 'HYBRID', 'name': 'Гибрид'}]","[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,[],False,"[{'id': '148', 'name': 'Системный аналитик'}]",False,"{'id': 'noExperience', 'name': 'Нет опыта'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,,"{'type': 'MAKEUP', 'tariff': None}",True,,120000.0,,RUR,120000.0,noExperience,Нет опыта,Junior,2026-01-21,2026-01,FM Logistic,1485,Москва,1
129602300,False,Младший аналитик данных,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}","{'from': 80000, 'to': None, 'currency': 'RUR', 'gross': True}","{'from': 80000, 'to': None, 'currency': 'RUR', 'gross': True, 'mode': {'id': 'MONTH', 'name': 'За\xa0месяц'}, 'frequency': None}","{'id': 'open', 'name': 'Открытая'}",,,,2026-01-19 14:47:59+03:00,2026-01-19T14:47:59+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=129602300,False,,https://api.hh.ru/vacancies/129602300?host=hh.ru,https://hh.ru/vacancy/129602300,[],"{'id': '5995606', 'name': 'Панина Анастасия Александровна', 'url': 'https://api.hh.ru/employers/5995606', 'alternate_url': 'https://hh.ru/employer/5995606', 'logo_urls': None, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=5995606', 'country_id': 1, 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Опыт в проведении и анализе A/B-тестов.  Навыки работы с инструментами визуализации (<highlighttext>BI</highlighttext>-системы).  Знакомство с основами машинного обучения.  ', 'responsibility': None}",,"{'id': 'remote', 'name': 'Удаленная работа'}",[],[],[],False,[],"[{'id': 'REMOTE', 'name': 'Удалённо'}]","[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,[],False,"[{'id': '156', 'name': 'BI-аналитик, аналитик данных'}]",False,"{'id': 'noExperience', 'name': 'Нет опыта'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,,,,,80000.0,,RUR,80000.0,noExperience,Нет опыта,Junior,2026-01-19,2026-01,Панина Анастасия Александровна,5995606,Москва,1
129357857,False,Системный аналитик,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}","{'from': 145000, 'to': 170000, 'currency': 'RUR', 'gross': True}","{'from': 145000, 'to': 170000, 'currency': 'RUR', 'gross': True, 'mode': {'id': 'MONTH', 'name': 'За\xa0месяц'}, 'frequency': {'id': 'TWICE_PER_MONTH', 'name': 'Два раза в\xa0месяц'}}","{'id': 'open', 'name': 'Открытая'}",,,,2026-01-13 13:00:10+03:00,2026-01-13T13:00:10+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=129357857,True,,https://api.hh.ru/vacancies/129357857?host=hh.ru,https://hh.ru/vacancy/129357857,[],"{'id': '4917', 'name': 'EGAR', 'url': 'https://api.hh.ru/employers/4917', 'alternate_url': 'https://hh.ru/employer/4917', 'logo_urls': {'original': 'https://img.hhcdn.ru/employer-logo-original-round/7132838.jpeg', '90': 'https://img.hhcdn.ru/employer-logo-round/7132839.jpeg', '240': 'https://img.hhcdn.ru/employer-logo-round/7132840.jpeg'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=4917', 'country_id': 1, 'accredited_it_employer': True, 'trusted': True}","{'requirement': 'Опыт участия в разработке информационных систем в качестве Системного <highlighttext>аналитика</highlighttext> не менее 2х лет. Применение нотаций моделирования процессов BPMN...', 'responsibility': 'Сбор и анализ требований, декомпозиция, постановка задач. Согласование и формализация требований по доработкам. Формирование ТЗ для разработчиков. Участие в построении...'}",,"{'id': 'remote', 'name': 'Удаленная работа'}",[],[],[],True,[],"[{'id': 'REMOTE', 'name': 'Удалённо'}]","[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",True,"[{'id': 'INDIVIDUAL_ENTREPRENEUR', 'name': 'с\xa0ИП'}]",False,"[{'id': '148', 'name': 'Системный аналитик'}]",False,"{'id': 'between1And3', 'name': 'От 1 года до 3 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,,"{'type': 'MAKEUP', 'tariff': None}",True,,145000.0,170000.0,RUR,157500.0,between1And3,От 1 года до 3 лет,Middle,2026-01-13,2026-01,EGAR,4917,Москва,1
